transaction_id,date,customer_id,items,items_count,total_value,marketing_channel,has_promo
1322,2025-06-28,251,1018;1029;1003;1011;1019;1030,6,19.46,email,0
1323,2025-06-28,194,1012;1013;1030,3,10.24,none,1
1324,2025-06-28,208,1007;1008;1004;1005,4,5.68,none,1
1325,2025-06-28,278,1002;1006;1007,3,4.56,social,0
1326,2025-06-28,125,1011;1012,2,2.66,email,0
1327,2025-06-28,135,1009;1021,2,7.46,none,1
1328,2025-06-28,122,1002;1013;1022,3,10.19,none,0
1329,2025-06-28,73,1012;1013;1027;1015,4,6.18,none,1
1330,2025-06-28,15,1002;1001;1024;1025;1003;1004,6,10.46,email,1
1331,2025-06-28,151,1002;1024;1003;1004,4,8.25,none,0
1332,2025-06-28,168,1028;1017;1020;1024;1003;1021;1022,7,22.73,none,1
1333,2025-06-28,2,1006;1009,2,1.58,email,0
1334,2025-06-28,61,1029;1030,2,11.49,social,0
1335,2025-06-29,243,1021;1006;1007;1008,4,10.19,none,1
1336,2025-06-29,110,1006;1014,2,2.15,social,0
1337,2025-06-29,143,1006;1027;1030,3,12.37,none,0
1338,2025-06-29,12,1011;1005;1013;1025,4,5.77,social,0
1339,2025-06-29,43,1002;1023;1024,3,7.35,none,0
1340,2025-06-29,167,1012;1015,2,2.39,email,0
1341,2025-06-29,237,1014;1029;1030,3,10.64,social,1
1342,2025-06-29,109,1016;1027;1026,3,8.15,none,0
1343,2025-06-29,101,1006;1018;1008;1022,4,10.61,none,0
1344,2025-06-29,215,1002;1027;1026,3,8.32,social,0
1345,2025-06-29,206,1025;1011;1026;1030,4,13.67,email,1
1346,2025-06-29,32,1012;1023;1008,3,6.4,social,0
1347,2025-06-29,51,1007,1,1.54,none,0
1348,2025-06-29,203,1002;1026;1001;1025;1007;1005,6,11.78,social,0
1349,2025-06-29,284,1028;1002;1021;1030,4,19.8,none,1
1350,2025-06-29,134,1007;1021;1020,3,12.86,none,0
1351,2025-06-29,44,1027;1015,2,4.05,none,0
1352,2025-06-29,285,1011;1012,2,2.66,none,0
1353,2025-06-29,183,1025;1004;1005,3,5.04,email,0
1354,2025-06-29,165,1010;1011;1012;1015,4,5.11,none,0
1355,2025-06-29,190,1026;1025,2,5.33,email,0
1356,2025-06-29,55,1018;1017;1014,3,3.7,none,0
1357,2025-06-29,120,1028;1029;1030,3,15.29,none,0
1358,2025-06-29,138,1002;1026;1025,3,6.42,email,1
1359,2025-06-29,104,1018;1017;1023;1015;1005,5,7.51,email,0
1360,2025-06-29,15,1013;1014;1029,3,5.75,email,0
1361,2025-06-29,58,1027;1008;1026,3,8.15,none,0
1362,2025-06-29,243,1004;1013;1029;1030,4,13.92,none,1
1363,2025-06-29,159,1025;1011;1003;1010,4,6.79,none,0
1364,2025-06-29,108,1020;1010;1030;1023;1019;1022,6,27.2,none,0
1365,2025-06-29,164,1017;1010;1011;1013;1006;1012,6,7.78,none,0
1366,2025-06-29,289,1017;1023;1026,3,7.67,social,0
1367,2025-06-29,235,1008;1029,2,4.97,none,0
1368,2025-06-29,279,1028;1024;1007;1013;1006;1012,6,9.17,social,1
1369,2025-06-29,155,1015;1026;1010,3,5.67,none,0
1370,2025-06-29,23,1027,1,3.0,social,0
1371,2025-06-29,40,1018;1012;1016;1010,4,5.82,none,0
1372,2025-06-29,139,1012;1013,2,2.82,email,0
1373,2025-06-29,4,1018;1008;1022,3,8.44,none,1
1374,2025-06-29,285,1017;1016;1015;1005,4,5.16,none,0
1375,2025-06-29,296,1023;1020,2,7.2,none,0
1376,2025-06-29,178,1026;1013;1027;1025,4,9.0,none,1
1377,2025-06-29,43,1013;1014;1003,3,4.67,social,0
1378,2025-06-30,124,1012;1015,2,1.96,email,1
1379,2025-06-30,106,1011;1014;1010,3,3.5,none,1
1380,2025-06-30,187,1010;1011;1012;1021;1030,5,19.76,social,0
1381,2025-06-30,120,1023;1022,2,9.74,email,0
1382,2025-06-30,153,1019;1021;1024;1020,4,16.98,email,0
1383,2025-06-30,14,1028;1027;1029,3,9.84,none,0
1384,2025-06-30,128,1004;1007;1013;1008;1005,5,7.88,none,0
1385,2025-06-30,23,1016;1007;1006;1019;1008;1005,6,10.72,social,0
1386,2025-06-30,195,1007;1006;1013;1020,4,8.01,none,0
1387,2025-06-30,67,1028;1016;1029;1030,4,17.22,none,0
1388,2025-06-30,94,1019;1020,2,7.07,email,1
1389,2025-06-30,89,1006;1017;1024,3,3.66,none,1
1390,2025-06-30,180,1019;1023;1020,3,9.62,none,1
1391,2025-06-30,212,1018;1027;1021,3,10.68,none,1
1392,2025-06-30,235,1018;1017;1015,3,3.52,social,0
1393,2025-06-30,70,1019;1027;1026,3,9.76,social,0
1394,2025-06-30,38,1017;1022;1025,3,10.04,social,0
1395,2025-06-30,140,1027;1029;1003;1025;1014;1006,6,12.26,none,0
1396,2025-06-30,115,1012;1013;1020,3,6.89,email,0
1397,2025-06-30,270,1027;1015,2,4.05,email,0
1398,2025-06-30,91,1010;1025,2,3.51,none,0
1399,2025-06-30,34,1030;1022,2,15.06,none,0
1400,2025-06-30,297,1016;1027;1003,3,5.59,none,1
1401,2025-06-30,55,1028;1002;1026;1001;1004;1003,6,15.1,social,0
1402,2025-06-30,143,1018;1016;1004;1015,4,5.28,none,1
1403,2025-06-30,33,1011;1013;1023;1024,4,8.05,email,0
1404,2025-06-30,49,1025;1001;1003,3,5.57,none,1
1405,2025-06-30,29,1016,1,1.93,none,0
1406,2025-06-30,95,1001;1025;1007;1013;1006;1005,6,8.86,none,0
1407,2025-06-30,56,1019;1022,2,10.15,none,0
1408,2025-06-30,81,1027;1026;1025;1015;1019,5,12.92,social,0
1409,2025-07-01,122,1028;1023;1029;1030,4,18.42,none,0
1410,2025-07-01,67,1002;1024,2,4.22,none,0
1411,2025-07-01,254,1017;1030,2,8.15,none,1
1412,2025-07-01,84,1020;1017;1024;1004,4,9.58,social,0
1413,2025-07-01,110,1002;1009;1021;1024,4,10.96,none,1
1414,2025-07-01,106,1013;1004;1003;1015,4,5.28,email,1
1415,2025-07-01,29,1025;1024;1030,3,12.68,social,0
1416,2025-07-01,115,1018;1016;1030,3,10.48,none,1
1417,2025-07-01,238,1009;1011;1016;1029,4,6.95,none,0
1418,2025-07-01,16,1012,1,1.34,social,0
1419,2025-07-01,133,1012;1009,2,2.0,none,0
1420,2025-07-01,39,1002;1026;1020;1001;1025,5,13.45,none,0
1421,2025-07-01,289,1018;1016;1015,3,4.13,none,0
1422,2025-07-01,131,1001,1,1.95,email,0
1423,2025-07-01,162,1012;1009;1001;1010,4,5.35,social,0
1424,2025-07-01,15,1027;1026;1029;1025;1013;1012,6,14.19,email,0
1425,2025-07-01,116,1021;1006;1016;1008,4,12.03,none,0
1426,2025-07-01,269,1028;1019;1017;1029,4,10.01,none,1
1427,2025-07-01,172,1021;1022,2,13.86,email,0
1428,2025-07-01,281,1007;1005,2,2.4,social,0
1429,2025-07-01,222,1030,1,8.45,none,0
1430,2025-07-01,180,1017;1015,2,2.15,none,1
1431,2025-07-01,202,1028;1026;1020;1001;1030,5,18.39,email,1
1432,2025-07-01,147,1017;1009;1011;1012;1021,5,11.89,email,0
1433,2025-07-01,77,1013;1026,2,3.81,none,1
1434,2025-07-01,179,1006;1018;1003;1005,4,4.89,none,0
1435,2025-07-01,185,1006;1023;1024;1020,4,10.24,social,0
1436,2025-07-01,1,1029;1018;1026;1025,4,9.52,none,0
1437,2025-07-01,256,1007;1003,2,3.5,none,0
1438,2025-07-01,254,1028;1002,2,5.54,social,1
1439,2025-07-01,225,1024;1029;1030,3,13.61,email,0
1440,2025-07-01,191,1028;1004;1008;1005,4,7.94,none,1
1441,2025-07-01,126,1017;1029;1025,3,6.47,none,0
1442,2025-07-01,76,1023;1021;1020,3,14.45,none,0
1443,2025-07-01,163,1009;1025;1013;1014;1008,5,7.41,social,0
1444,2025-07-01,125,1023;1029,2,5.14,none,1
1445,2025-07-01,8,1017;1020;1023;1004;1005;1022;1030,7,24.48,email,1
1446,2025-07-01,143,1028;1006,2,4.72,email,0
1447,2025-07-01,267,1022,1,6.61,social,0
1448,2025-07-01,206,1009;1030,2,7.82,none,1
1449,2025-07-01,62,1007;1008;1005,3,4.33,none,0
1450,2025-07-02,33,1006;1027;1026;1025,4,9.25,email,0
1451,2025-07-02,231,1007;1005;1020,3,6.47,email,0
1452,2025-07-02,236,1009;1027,2,3.66,none,0
1453,2025-07-02,211,1018;1019;1005;1015,4,6.6,email,0
1454,2025-07-02,120,1026;1001;1024,3,6.81,none,1
1455,2025-07-02,3,1014;1020,2,4.39,email,1
1456,2025-07-02,247,1028;1018;1027;1024;1029;1030,6,21.56,social,0
1457,2025-07-02,6,1028;1013,2,5.28,none,0
1458,2025-07-02,218,1012;1008;1010,3,4.25,none,1
1459,2025-07-02,167,1017;1013;1001;1026,4,6.86,none,1
1460,2025-07-02,188,1007;1027;1026;1025,4,9.87,none,0
1461,2025-07-02,94,1002;1004,2,4.17,none,0
1462,2025-07-02,277,1007,1,1.54,email,0
1463,2025-07-02,61,1014;1025,2,3.34,social,0
1464,2025-07-02,90,1026;1001;1007;1006;1008;1005,6,10.42,none,0
1465,2025-07-02,24,1020;1023;1003;1021;1022,5,23.02,email,0
1466,2025-07-02,25,1021;1024,2,9.37,none,0
1467,2025-07-02,65,1028;1016,2,4.92,social,1
1468,2025-07-02,256,1018;1005;1030,3,10.46,none,0
1469,2025-07-02,149,1002;1006;1001;1025,4,7.08,none,0
1470,2025-07-02,115,1002;1007,2,3.64,email,0
1471,2025-07-02,39,1007;1008;1022;1005,4,9.33,social,1
1472,2025-07-02,218,1028;1019;1015,3,7.74,none,1
1473,2025-07-02,256,1020;1023;1011;1019;1021,5,16.38,social,1
1474,2025-07-02,120,1003;1022,2,7.14,none,1
1475,2025-07-02,188,1017;1014;1029,3,5.59,none,0
1476,2025-07-02,69,1007;1021,2,8.79,none,0
1477,2025-07-02,132,1028;1029;1030,3,15.29,none,0
1478,2025-07-02,233,1017;1029;1004;1007;1005,5,7.35,email,1
1479,2025-07-02,179,1016;1025,2,3.32,none,1
1480,2025-07-02,152,1018;1017;1026;1016;1008,5,9.55,social,0
1481,2025-07-02,289,1007;1001;1025,3,5.6,none,0
1482,2025-07-02,268,1014;1024,2,3.35,none,0
1483,2025-07-02,83,1001;1003,2,3.91,none,0
1484,2025-07-02,262,1019;1027;1026,3,9.76,email,0
1485,2025-07-02,228,1029;1004;1006;1008;1005,5,8.82,social,0
1486,2025-07-02,196,1023;1008;1004,3,7.13,none,0
1487,2025-07-02,184,1011;1023;1021;1020,4,15.77,social,0
1488,2025-07-02,24,1008;1024,2,3.38,none,1
1489,2025-07-02,1,1002;1021;1024;1004,4,13.54,social,0
1490,2025-07-02,36,1001;1004;1016;1008;1005,5,8.74,social,0
1491,2025-07-02,175,1028;1002;1001;1003;1004,5,10.97,none,1
1492,2025-07-02,74,1027;1010,2,4.4,social,0
1493,2025-07-02,215,1030;1004;1007;1006;1008;1005,6,15.77,email,0
1494,2025-07-02,241,1027;1005,2,3.86,none,0
1495,2025-07-02,181,1023;1029;1025;1004;1030,5,18.8,none,0
1496,2025-07-03,205,1006;1017;1005,3,3.1,none,0
1497,2025-07-03,107,1025;1023;1020,3,9.31,social,0
1498,2025-07-03,101,1002;1018;1026;1001;1004;1025;1013;1006,8,15.0,none,0
1499,2025-07-03,260,1003,1,1.74,none,1
1500,2025-07-03,71,1026;1025,2,5.33,none,0
1501,2025-07-03,254,1007;1008;1003,3,4.98,social,1
1502,2025-07-03,93,1011;1009;1018,3,2.88,none,1
1503,2025-07-03,250,1012;1008;1003,3,4.43,email,1
1504,2025-07-03,1,1019;1023;1024,3,8.79,none,0
1505,2025-07-03,283,1023;1021,2,8.53,social,1
1506,2025-07-03,272,1017,1,1.2,email,1
1507,2025-07-03,299,1028;1009;1029;1006;1012;1030,6,18.21,none,0
1508,2025-07-03,176,1002;1025;1004,3,6.28,none,0
1509,2025-07-03,52,1017;1010;1022;1006;1005,5,11.11,social,0
1510,2025-07-03,158,1028;1022,2,10.41,none,0
1511,2025-07-03,246,1029;1003;1021;1013;1008,5,15.66,email,0
1512,2025-07-03,51,1009;1023;1006;1019;1021;1022,6,17.81,none,1
1513,2025-07-03,86,1012;1023;1020,3,8.54,social,0
1514,2025-07-03,202,1011;1013;1014,3,4.03,none,0
1515,2025-07-03,175,1002;1006;1008,3,4.95,none,0
1516,2025-07-03,82,1002;1018;1024;1003;1004,5,9.4,social,0
1517,2025-07-03,259,1026;1001;1024;1015;1006;1019,6,12.8,none,0
1518,2025-07-03,102,1001;1025,2,4.06,none,0
1519,2025-07-03,104,1026;1020;1023;1001;1025;1019;1022,7,24.63,none,0
1520,2025-07-03,273,1025;1001;1003;1004,4,8.09,none,0
1521,2025-07-03,277,1016;1008;1003,3,5.82,none,0
1522,2025-07-03,197,1028;1002;1030,3,12.21,none,1
1523,2025-07-03,50,1028;1007;1027;1030,4,16.79,none,0
1524,2025-07-03,264,1011;1027;1026;1030,4,13.26,none,1
1525,2025-07-03,256,1028;1014,2,4.64,none,1
1526,2025-07-03,272,1028;1030;1029;1003,4,17.25,social,0
1527,2025-07-03,55,1002;1011;1004,3,4.4,none,1
1528,2025-07-03,34,1025;1003,2,4.07,none,0
1529,2025-07-03,61,1008;1025,2,3.56,none,1
1530,2025-07-03,136,1020;1001;1026;1025,4,11.35,none,0
1531,2025-07-03,257,1020;1017;1022,3,12.0,none,0
1532,2025-07-03,273,1006;1012;1005,3,3.12,none,0
1533,2025-07-03,25,1002;1014;1029;1030,4,14.82,social,0
1534,2025-07-03,76,1026;1020;1001;1025;1012;1008,6,14.62,social,0
1535,2025-07-03,84,1026;1009;1001;1025;1003;1014,6,11.13,social,0
1536,2025-07-04,129,1008;1027;1021;1025,4,14.29,none,0
1537,2025-07-04,165,1002;1024;1016;1008;1005,5,7.27,social,1
1538,2025-07-04,74,1018;1024;1010,3,4.67,social,0
1539,2025-07-04,64,1002;1027;1029;1004;1024;1015;1019,7,15.44,social,1
1540,2025-07-04,36,1012;1021;1003,3,10.55,none,0
1541,2025-07-04,128,1018;1004;1007;1021;1005,5,12.87,social,0
1542,2025-07-04,296,1013;1026,2,4.7,email,0
1543,2025-07-04,288,1028;1006;1016;1007,4,6.72,social,1
1544,2025-07-04,166,1019;1023,2,6.04,none,1
1545,2025-07-04,238,1017;1026,2,4.54,none,0
1546,2025-07-04,191,1006;1007;1004;1005,4,5.39,social,0
1547,2025-07-04,240,1028;1029,2,6.24,none,1
1548,2025-07-04,141,1016,1,1.58,none,1
1549,2025-07-04,277,1018;1011;1013;1014;1012,5,6.13,none,1
1550,2025-07-04,26,1013,1,1.34,none,1
1551,2025-07-04,127,1006;1026,2,4.14,social,0
1552,2025-07-04,49,1002;1024;1025,3,6.33,email,0
1553,2025-07-04,232,1012;1022;1020,3,12.02,none,0
1554,2025-07-04,285,1028;1019;1012;1015,4,8.09,email,1
1555,2025-07-04,242,1018;1017;1016;1015;1019,5,8.99,none,0
1556,2025-07-04,165,1002;1014;1004,3,4.82,none,1
1557,2025-07-04,30,1025;1016;1020,3,8.11,social,0
1558,2025-07-04,93,1010;1008;1001;1004,4,7.35,none,0
1559,2025-07-04,106,1028;1023;1024,3,9.05,none,0
1560,2025-07-04,254,1029;1025,2,5.15,none,0
1561,2025-07-04,237,1011;1007,2,2.86,email,0
1562,2025-07-04,230,1027,1,2.66,none,1
1563,2025-07-04,196,1012;1009;1029;1010,4,5.85,none,1
1564,2025-07-04,290,1028;1007;1030,3,13.79,none,0
1565,2025-07-04,114,1006;1007,2,2.15,social,1
1566,2025-07-04,39,1016;1009;1011;1013;1012;1008,6,8.66,none,0
1567,2025-07-05,293,1026;1029;1030,3,14.71,none,0
1568,2025-07-05,78,1005;1014;1004;1025,4,6.27,email,0
1569,2025-07-05,295,1026;1023;1024,3,7.39,none,1
1570,2025-07-05,138,1015;1005,2,1.91,email,0
1571,2025-07-05,38,1028;1017;1026;1001;1029;1030,6,21.78,email,0
1572,2025-07-05,235,1028;1029;1022,3,13.45,none,0
1573,2025-07-05,203,1023;1021,2,10.38,none,0
1574,2025-07-05,154,1016;1008;1026,3,6.47,email,1
1575,2025-07-05,228,1008;1005,2,2.79,social,0
1576,2025-07-05,228,1007;1008;1015,3,4.52,none,0
1577,2025-07-05,44,1006;1007;1008;1005,4,5.25,none,0
1578,2025-07-05,173,1018;1017;1016;1015;1019,5,8.99,none,0
1579,2025-07-05,50,1024;1020,2,6.19,none,0
1580,2025-07-05,135,1001;1004,2,4.02,social,0
1581,2025-07-05,236,1019;1014;1015,3,5.82,none,0
1582,2025-07-05,258,1002;1023;1001;1024;1003;1004;1025,7,14.05,email,1
1583,2025-07-05,47,1030;1019;1015;1010,4,14.44,social,0
1584,2025-07-05,205,1002;1030;1004,3,12.62,none,0
1585,2025-07-05,249,1029;1005,2,3.9,none,0
1586,2025-07-05,163,1004;1005;1026;1010,4,6.26,none,1
1587,2025-07-05,208,1003;1025,2,4.07,email,0
1588,2025-07-05,178,1020;1022,2,10.68,social,0
1589,2025-07-05,32,1027;1026;1025;1006;1019;1005,6,11.83,email,1
1590,2025-07-05,123,1010;1004;1006;1008;1005,5,5.94,none,1
1591,2025-07-05,98,1017;1016;1001;1015;1012,5,7.59,none,0
1592,2025-07-05,217,1018;1004;1008;1005,4,6.01,none,0
1593,2025-07-05,42,1028;1018;1027;1009;1004;1008;1005,7,12.13,none,1
1594,2025-07-05,124,1008;1003,2,3.89,email,0
1595,2025-07-05,222,1030;1014;1022;1003,4,16.41,social,1
1596,2025-07-05,159,1004;1007;1013;1005,4,5.95,email,0
1597,2025-07-05,198,1003,1,1.59,social,1
1598,2025-07-05,144,1004;1005,2,2.64,none,1
1599,2025-07-05,248,1028;1020;1010;1024;1016;1021,6,16.78,email,1
1600,2025-07-05,3,1007;1008;1014,3,3.8,none,1
1601,2025-07-05,167,1028;1016;1029;1030,4,17.22,social,0
1602,2025-07-05,160,1018;1023,2,4.28,none,0
1603,2025-07-06,135,1002;1028;1018;1017;1004;1016,6,12.37,none,0
1604,2025-07-06,183,1017;1027;1026;1001;1022,5,16.1,email,0
1605,2025-07-06,171,1011;1010,2,2.72,social,0
1606,2025-07-06,2,1019;1021,2,10.79,social,0
1607,2025-07-06,28,1019;1009;1021;1024,4,13.57,social,0
1608,2025-07-06,284,1006;1011;1008;1025,4,6.28,email,0
1609,2025-07-06,133,1009;1022;1020,3,10.74,email,1
1610,2025-07-06,8,1002;1004;1003,3,5.21,none,1
1611,2025-07-06,183,1018;1017;1027;1023;1015,5,8.02,email,1
1612,2025-07-06,63,1004;1008;1022;1005,4,11.47,none,0
1613,2025-07-06,27,1019;1004;1021;1022,4,18.2,none,1
1614,2025-07-06,276,1012;1013;1010,3,4.22,social,0
1615,2025-07-06,179,1028;1009;1005;1022,4,11.32,email,1
1616,2025-07-06,92,1006;1007,2,2.46,none,0
1617,2025-07-06,30,1027,1,2.73,social,1
1618,2025-07-06,90,1006;1025;1008;1005,4,4.67,none,1
1619,2025-07-06,293,1006;1007,2,2.46,none,0
1620,2025-07-06,40,1017;1029;1030,3,12.81,none,0
1621,2025-07-06,68,1003,1,1.7,social,1
1622,2025-07-06,267,1027;1026;1029,3,9.26,none,0
1623,2025-07-06,12,1002;1028;1027;1022,4,15.51,social,0
1624,2025-07-06,44,1007;1005,2,2.4,email,0
1625,2025-07-06,229,1027;1026;1010;1029;1025,5,11.29,social,1
1626,2025-07-06,143,1016;1029,2,4.97,none,0
1627,2025-07-06,69,1018;1023;1011;1015;1019,5,10.19,none,0
1628,2025-07-06,279,1029;1027;1026;1025,4,9.55,none,1
1629,2025-07-06,66,1017;1026;1009;1024;1011;1022,6,12.43,email,1
1630,2025-07-06,114,1008;1026;1015,3,5.35,social,1
1631,2025-07-06,251,1006;1017;1022;1030,4,17.3,email,0
1632,2025-07-06,248,1027;1025,2,5.11,none,0
1633,2025-07-06,200,1028;1030,2,10.59,none,1
1634,2025-07-06,205,1012;1013;1005,3,3.68,none,0
1635,2025-07-06,206,1027;1025,2,4.53,social,1
1636,2025-07-06,119,1009,1,0.58,none,1
1637,2025-07-06,12,1020;1018;1008;1015,4,6.87,none,1
1638,2025-07-06,216,1024;1020,2,6.19,none,0
1639,2025-07-06,191,1028;1017;1015;1010,4,6.54,none,1
1640,2025-07-06,19,1027;1026;1024;1025;1029;1012,6,14.83,none,0
1641,2025-07-06,151,1002;1001;1003;1004;1025;1006,6,11.11,email,0
1642,2025-07-06,191,1013;1003,2,2.9,none,1
1643,2025-07-06,5,1028;1029;1015,3,6.49,none,1
1644,2025-07-06,14,1002;1005;1001;1003,4,6.41,social,1
1645,2025-07-06,15,1023;1027,2,6.13,social,0
1646,2025-07-06,72,1027;1026;1004,3,8.29,none,0
1647,2025-07-06,95,1010;1009;1015;1006;1019,5,7.57,none,0
1648,2025-07-06,293,1018;1017,2,2.47,none,0
1649,2025-07-06,41,1028;1018;1027;1026;1025;1030,6,21.73,none,0
1650,2025-07-06,105,1011;1007;1001;1004,4,6.88,none,0
1651,2025-07-06,284,1028;1021;1029;1030,4,20.71,social,1
1652,2025-07-06,129,1018;1017;1016,3,4.0,social,1
1653,2025-07-06,298,1007;1005,2,2.15,none,1
1654,2025-07-06,3,1002;1006;1017;1016,4,6.27,none,0
1655,2025-07-06,146,1019;1027;1026;1025,4,11.87,email,0
1656,2025-07-06,213,1011;1014,2,2.55,social,0
1657,2025-07-06,116,1003,1,1.96,none,0
1658,2025-07-06,252,1002;1030;1008;1010,4,13.88,email,0
1659,2025-07-06,199,1016;1014;1017,3,3.71,social,1
1660,2025-07-06,103,1028;1007,2,5.34,none,0
1661,2025-07-06,220,1018;1017;1001;1003;1025;1015;1016,7,11.47,email,0
1662,2025-07-06,8,1018;1016;1013;1017,4,5.02,email,1
1663,2025-07-06,127,1019;1013;1021;1015,4,13.32,email,0
1664,2025-07-07,85,1002;1006;1003,3,4.48,none,1
1665,2025-07-07,10,1017;1023,2,4.06,none,1
1666,2025-07-07,19,1014;1022,2,7.84,social,0
1667,2025-07-07,262,1006;1019;1007;1020,4,10.07,none,0
1668,2025-07-07,141,1028;1012,2,5.14,none,0
1669,2025-07-07,216,1006;1008;1005,3,3.32,none,1
1670,2025-07-07,274,1002;1001;1024;1004;1025;1011,6,11.67,email,0
1671,2025-07-07,20,1018;1013;1003;1015,4,5.19,none,1
1672,2025-07-07,218,1028;1020;1004,3,9.94,email,0
1673,2025-07-07,23,1027;1030,2,11.45,none,0
1674,2025-07-07,26,1011;1009;1012,3,3.32,email,0
1675,2025-07-07,242,1027;1026,2,6.22,none,0
1676,2025-07-07,108,1029;1011;1013;1014;1022,5,12.71,email,1
1677,2025-07-07,24,1016;1001;1004,3,5.95,none,0
1678,2025-07-07,41,1028;1007;1006;1012;1008,5,9.53,email,0
1679,2025-07-07,284,1011;1027;1014;1006,4,6.47,none,0
1680,2025-07-07,237,1019;1012;1027;1026,4,9.33,none,1
1681,2025-07-07,180,1018;1003;1006;1016;1030,5,14.41,social,0
1682,2025-07-07,272,1006;1016;1025,3,4.96,none,0
1683,2025-07-07,146,1018;1004;1013;1015;1019,5,9.29,none,0
1684,2025-07-07,34,1017;1007;1015;1008;1022,5,10.28,none,1
1685,2025-07-07,147,1008;1006;1021;1003,4,10.79,none,1
1686,2025-07-07,277,1019;1023;1022;1020,4,17.35,social,0
1687,2025-07-07,274,1028;1012;1029;1010,4,9.58,none,0
1688,2025-07-07,27,1006;1007;1005,3,2.78,social,1
1689,2025-07-07,254,1026;1001;1003;1015;1019,5,11.72,social,0
1690,2025-07-07,176,1017;1010;1025;1007;1015;1016,6,8.13,none,1
1691,2025-07-07,279,1023;1014,2,4.36,none,0
1692,2025-07-07,197,1030;1025;1015,3,11.61,none,0
1693,2025-07-07,234,1004;1023;1024;1022,4,13.93,none,0
1694,2025-07-07,135,1018;1016;1027;1015,4,5.84,none,1
1695,2025-07-07,233,1020;1023;1024;1019;1021,5,20.11,none,0
1696,2025-07-07,53,1017;1015,2,2.37,email,0
1697,2025-07-07,13,1002;1018;1010;1015;1016,5,7.63,none,0
1698,2025-07-07,293,1028;1030,2,12.25,none,0
1699,2025-07-08,176,1006;1019;1015,3,5.51,social,0
1700,2025-07-08,107,1030,1,8.45,email,0
1701,2025-07-08,105,1027;1013,2,3.83,none,1
1702,2025-07-08,131,1026;1001;1004;1025;1011;1012;1005,7,12.87,none,0
1703,2025-07-08,22,1027;1025,2,5.11,email,0
1704,2025-07-08,16,1019;1004;1021;1005,4,13.72,none,0
1705,2025-07-08,122,1013;1008,2,3.24,email,1
1706,2025-07-08,291,1007;1021,2,7.48,social,1
1707,2025-07-08,137,1005;1014;1004;1003,4,5.12,email,1
1708,2025-07-08,196,1023;1029,2,6.17,none,0
1709,2025-07-08,79,1019;1015;1003;1025,4,8.66,none,0
1710,2025-07-08,174,1018;1009;1014;1010,4,4.44,social,0
1711,2025-07-08,142,1011;1010,2,2.72,none,0
1712,2025-07-08,287,1017;1010;1011;1013;1022,5,12.13,none,0
1713,2025-07-08,246,1012;1008,2,3.27,none,0
1714,2025-07-08,200,1011;1027;1026,3,7.54,social,0
1715,2025-07-08,99,1019;1023;1024;1010,4,10.19,none,0
1716,2025-07-08,63,1028;1025;1018;1030,4,15.51,social,0
1717,2025-07-08,107,1017;1026;1020;1024;1022,5,17.34,none,0
1718,2025-07-08,136,1027;1021;1026;1025,4,15.58,none,0
1719,2025-07-08,133,1027;1025,2,4.34,email,1
1720,2025-07-08,92,1010;1025,2,3.51,none,0
1721,2025-07-08,195,1006;1027;1004;1005,4,5.56,none,1
1722,2025-07-08,197,1027;1025,2,4.75,none,1
1723,2025-07-08,133,1006;1012;1007;1004,4,5.87,none,0
1724,2025-07-08,60,1021,1,7.25,social,0
1725,2025-07-08,215,1002;1014,2,3.33,email,0
1726,2025-07-08,209,1027,1,3.0,none,0
1727,2025-07-08,75,1011;1012;1008,3,4.07,none,1
1728,2025-07-08,104,1002;1027,2,5.1,social,0
1729,2025-07-08,295,1006;1021,2,6.58,email,1
1730,2025-07-08,176,1019;1016;1017;1015,4,7.84,none,0
1731,2025-07-08,231,1020;1024;1010,3,7.59,none,0
1732,2025-07-08,62,1008;1004,2,4.0,none,0
1733,2025-07-08,128,1006;1012;1007,3,3.2,social,1
1734,2025-07-08,143,1027;1008;1025,3,7.04,none,0
1735,2025-07-08,278,1025;1020,2,6.18,social,0
1736,2025-07-08,82,1010;1025,2,2.94,none,1
1737,2025-07-08,108,1002;1014;1025,3,5.44,none,0
1738,2025-07-08,140,1028;1006,2,3.9,none,1
1739,2025-07-08,237,1018;1017;1009;1024;1015;1019;1022,7,16.45,social,0
1740,2025-07-08,283,1014,1,1.23,social,0
1741,2025-07-08,10,1002;1021,2,9.35,social,0
1742,2025-07-08,92,1011,1,1.32,none,0
1743,2025-07-08,271,1006;1013;1024;1003,4,6.48,none,0
1744,2025-07-08,75,1023;1008;1001;1005,4,7.43,email,1
1745,2025-07-09,293,1028;1017;1015;1022,4,12.78,email,0
1746,2025-07-09,256,1008;1001;1026;1004,4,9.17,email,0
1747,2025-07-09,237,1025,1,1.97,social,1
1748,2025-07-09,7,1011;1027,2,3.87,email,1
1749,2025-07-09,218,1019;1016;1024,3,6.71,none,1
1750,2025-07-09,198,1012;1016;1020,3,6.75,email,1
1751,2025-07-09,24,1023;1003,2,5.09,email,0
1752,2025-07-09,104,1011;1012;1013,3,4.14,social,0
1753,2025-07-09,68,1028;1002;1016,3,6.46,none,1
1754,2025-07-09,60,1007;1006;1018;1008,4,5.54,none,0
1755,2025-07-09,180,1017;1023;1001;1025;1015;1016,6,11.49,none,0
1756,2025-07-09,46,1028;1017;1029;1011;1022;1030,6,21.3,none,1
